id,disciplina,assunto,subassunto,competencia,habilidade,prioridade_enem,ativo
559,Física,Física Moderna,Física Quântica e Efeito Fotoelétrico,,,3,True
560,Física,Física Moderna,Teoria da Relatividade,,,3,True
561,Geografia,Oceania e Regiões Polares,Oceania e Regiões Polares,,,3,True
562,Geografia,Oriente Médio,"Aspectos Físicos, Demografia, Economia e Geopolítica",,,3,True
563,Geografia,Oriente Médio,Questão Israel - Palestina,,,3,True
564,Gramática,Coesão e Paralelismo,Coesão e Paralelismo,,,3,True
565,História Geral,Guerra Fria,Guerra Fria,,,3,True
566,História do Brasil,Brasil República,Nova República - FHC a Bolsonaro,,,3,True
567,Literatura,Literatura Portuguesa,Literatura Portuguesa,,,3,True
568,Matemática,Geometria Analítica,Circunferência,,,3,True
569,Matemática,Geometria Analítica,Fundamentos da Geometria Analítica,,,3,True
570,Matemática,Geometria Analítica,Reta,,,3,True
571,Química,Reações Orgânicas,Outras Reações Importantes e Polímeros,,,3,True
572,Química,Reações Orgânicas,Principais Reações,,,3,True
